
11.02;День волшебных сказок на ночь.  День рождения парохода.  Проводы наличности.  Международный день женщин и девочек в науке. 
12.02;День безумного желудка.  День прокладывания тропинок.  День Дарвина.
13.02;День подруг.  Всемирный день радио.  День сладких снов.  День бродячих дверей. 
14.02;День cвятого Валентина.  Международный день чудаков-одиночек.  День компьютерщика и программиста.  День маленьких перевоплощений. 
15.02;Всемирный день китов.  День осведомлённости о холостом образе жизни.  День завязывания узелков на счастье.  День звона колец. 
16.02;День свежего ананаса.  Починки.  День поиска запахов. 
17.02;День спонтанного проявления доброты.  День трепета перед Бахусом.  Всемирный день человеческого духа.  День построения воздушных замков. 
18.02;День пельменей.  День.  когда всё понятно без слов.  Праздник всех легкомысленных.  День Плутона. 
19.02;День смешивания разных красок.  Всемирный день защиты морских млекопитающих.  День орнитолога.  Международный день перетягивания каната. 
20.02;День профессионального алкоголика.  День леденцовых петушков.  Всемирный день социальной справедливости.  Международный день курильщиков трубки.
21.02;Праздник жизни.  Всемирный день экскурсовода.  День наблюдения за полётом бумеранга.  День однозадачности. 
22.02;Вселенская родительская суббота.  День приманивания хорошего настроения.  Всемирный день размышлений. 
23.02;День защитника Отечества.  День сражений подушками.  Всемирный день взаимопонимания и мира.  Международный день собачьего печенья. 
24.02;Праздник съехавшей крыши.  День полосок и пятнышек.  Всемирный день бармена.  День рождения лотереи. 
25.02;День открытия спирта.  Международный день блина.  День рождения револьвера.  День составления географических карт несуществующих земель. 
26.02;Международный день неторопливости.  Всемирный день фисташек.  День поиска норы спящего лета.  День стекломойщиков. 
27.02;Международный день оптимиста.  День улыбок глазами.  День Покемона.  День цифрового обучения. 
28.02;День ухода зимы.  День Калевалы. 
01.03;День кошек.  Праздник прихода весны.  Всемирный день комплимента.  День предвкушения тепла. 
02.03;Международный день спички.  День считания ворон.  Всемирный день психического здоровья подростков. 
03.03;День ожидания чуда.  День «Я хочу.  чтобы ты была счастлива».  Всемирный день дикой природы. 
04.03; Международный день очкарика. День апельсиновых котов. День рождения мини-юбки. День выключенных гаджетов.
05.03; Всенародный праздник без названия. День рождения степлера. День пейзажей. нарисованных чаем.
06.03; День Чувака. День возвращения Синей птицы. Всероссийский день гурмана.
07.03; День тёплого одеяла. День прогуливания уроков. День рождения телефонного аппарата. День энергии растений.
08.03;Международный женский день. День весенних крыльев. 
09.03; День выметания скверных мыслей. День нестандартно мыслящих людей. День домашних насекомых. Международный день ди-джея.
10.03; День облачных слонов. Международный день крутизны. День нарушения причинно-следственных связей.
11.03; Праздник голубых слонов. Всемирный день водопровода. День Ромео и Джульетты. День разоблачений.
12.03; День запрета на уныние. Всемирный день ананаса. День компьютерного глюка
13.03; День романтической выпивки. День заглядывания в замочные скважины. День тайского слона.
14.03; День рождения бутерброда. День безобразно хорошего настроения. Международный день числа «Пи»
15.03;День рождения эскалатора.  День мечтания о розовых кустах.  День «Будьте счастливы». 
16.03;День «Ты всё делаешь правильно».  День спонтанности.  День цветных карандашей.  День без селфи. 
17.03;Праздник шёпота.  День подводной лодки. 
18.03;Праздник вещих снов.  День ящиков.  ящичков и коробочек.  День абсолютно невероятных детей. 
19.03;Профессиональный праздник самогонщиков.  Всемирный день сна.  Первый день без шапки.  Международный день клиента. 
20.03;Международный день счастья.  День весеннего равноденствия.  День Земли.  День мартовских зайцев. 
21.03;Международный день лесов.  День песен на крыше.  Всемирный день поэзии. 
22.03;День водкохлёбов.  Международный день таксиста.  День Кап-кап-капели. 
23.03;Праздник мужской солидарности.  День ласкового котёнка.  День «OK» (OK Day).  День одинаковых носков. 
24.03;День вверх тормашками.  День рождения куриного окорочка.  День сноса телебашни.  Международный день достижений. 
25.03;Праздник баламутов.  Международный день вафель.  Закликание Весны (Открытие Сварги).  День приручения воздушных шариков. 
26.03;День одиночества.  Праздник грустных осликов.  День отправки весточки весне на воздушном шарике. 
27.03;Час Земли.  Международный день виски.  Всемирный день театра. 
28.03;День уважения кошки.  День больших перемен.  День рождения стиральной машины.  День «Съешь эскимо». 
29.03;День самопознания.  День скакания на одной ножке.  День бездомного человека.  День фортепиано. 
30.03;День обнимания с солнцем.  День карандаша.  День виртуального отпуска. 
31.03;Международный день декольте.  Международный день «Бросай свою ненавистную работу».  Праздник разноцветных глаз.  День Эйфелевой башни . 
01.04;День коньяка.  День смеха.  День растворимого кофе.  День математика. 
02.04;День апельсиновых сосулек.  День детской йоги.  Международный день проверки фактов. 
03.04;День рождения мобильного телефона.  Всемирный день вечеринки.  День Водяного.  День придумывания хороших примет. 
04.04;Международный день Интернета (День святого Исидора).  Всемирный день крысы (World Rat Day).  Международный день моркови. 
05.04;Международный день супа.  Праздник талой воды.  День звона бубенцов на кошачьих ошейниках. 
06.04;Всемирный день настольного тенниса.  День разноцветных ленточек.  День рождения московского трамвая. 
07.04;День лёгкого пива.  День Подвига.  Международный день бобра.  День рождения Рунета. 
08.04;Праздник куража.  День сброса зимней шкурки.  День рисования птиц. 
09.04;День рождения «веселящего газа».  Всемирный фестиваль овсянки.  День восходящего солнца в шкафной стране. 
10.04;День брата и сестры.  День банана.  День рождения спички.  Глобальный день работы из дома. 
11.04;Всемирный день анимешника.  Праздник неумелых рук.  День добрых дел.  День трёх драконов. 
12.04;День рождения рок-н-ролла.  Международный день полёта человека в космос.  Всемирный день хомяка.  День плетения из солнечных лучей. 
13.04;День рождения троллейбуса.  Всемирный день рок-н-ролла.  День общения с духом безмятежности.  Международный день благодарности растениям. 
14.04;Международный день внезапного смеха.  День «Посмотри на небо».  День Семаргла (Праздник огня).  День «Достигни большего». 
15.04;День путешествий налегке.  Всемирный день искусства.  Международный день культуры. 
16.04;День Чарли Чаплина.  Всемирный день «точки с запятой».  Всемирный день голоса.  День «Спасите слона». 
17.04;Международный день кофе.  День бла-бла-бла.  Весенняя Неделя Добра.  Международный день цирка. 
18.04;День пляски в проснувшемся лесу.  День независимости владельцев домашних животных.  Международный день памятников и исторических мест.  Международный день жонглёров. 
19.04;День велосипеда.  День подснежника.  День путешествующей улыбки.  Праздник читателя этикеток. 
20.04;День поисков смысла жизни.  Национальный день донора крови.  День охоты на королевского кракозябра.  День вилкокрута и ложкочерпия. 
21.04;Международный день пряника.  День главного бухгалтера.  День чемоданов.  День «Iron Maiden». 
22.04;Международный день Матери-Земли.  Праздник мухлёвщиков.  День весенних брудершафтов.  День «Обожаю твои бёдра». 
23.04;День свиданий под луной.  День немецкого пива.  День «Воспользуйся шансом».  Всемирный день книг и авторского права. 
24.04;День рождения газированной воды.  Международный день ветеринарного врача.  Международный день настольных игр.  День витражных сказок. 
25.04;День дочери.  Всемирный день пингвинов.  День бумажных самолётиков.  Международный день ДНК. 
26.04;День «Обними друга».  Международный день варки картофеля.  День вылазок в параллельные миры.  День «Вспомни свой первый поцелуй». 
27.04;День 50-процентной вероятности встречи с динозавром.  День рождения «памперсов».  Всемирный день графического дизайна.
28.04;День «Поцелуй свою вторую половинку».  День работников скорой медицинской помощи.  День молодых и зелёных.  Всемирный день канцтоваров. 
29.04;Всемирный день исполнения Детских Желаний.  Международный день танца.  День загадочных чердаков.  День рождения застёжки-молнии. 
30.04;Вальпургиева ночь.  Международный день джаза.  День веснушчатых созвездий.  Праздник каменной стены. 
01.05;День травы.  День Глобальной Любви.  День заплетающихся ног.  День уличного музыканта. 
02.05;Международный день Гарри Поттера.  Всемирный день веселья.  День лимонада.  День весенних акварелей. 
03.05;Международный день Солнца.  День положительности в уме.  День солнечных пятнашек. 
04.05;День собачьего счастья.  День любителей вермишелевого супа.  День рождения складного зонтика.  Всемирный день дарени. 
05.05;Всемирный день общения.  Международный день принцесс.  Всемирный день математики. 
06.05;Международный день против диеты.  День Даждьбога.  Всемирный день пароля.  День встречи с Белым Рыцарем. 
07.05;День радио.  День распахнутых окон. 
08.05;День рождения напитка «Кока-Кола».  День перешагивания через ступеньку.  Всемирный день осла. 
09.05;Международный день матери.  День Победы в Великой Отечественной войне 1941-1945 годов.  День уличных музыкантов.  День Европы.
10.05;День «Доверяйте своей интуиции».  День девяти жизней.  Всемирный день движения «За здоровье». 
11.05;Праздник желудка.  День «Ешь всё.  что хочешь».  День глаженых шнурков.  День ожидания Мэри Поппинс. 
12.05;День ежиного сопения.  День синдрома хронической усталости.  Всемирный день ориентирования. 
13.05;Всемирный день одуванчика.  День рождения застёжки-липучки.  Всемирный день коктейля. 
14.05;День большого бодуна.  День смешных нелепиц.  Пролетье (Проводы весны). 
15.05;Международный день семьи.  Всемирный день виски.  День «Принесите кому-нибудь цветы».  День калейдоскопов. 
16.05;Праздник подлиз.  Всемирный день выпечки.  День танцев с привидениями.  Международный день света. 
17.05;День рождения Интернета (День утверждения стандарта World Wide Web).  Праздник жареной скорлупы.  День окарин.  дудок и свистелок в своё удовольствие. 
18.05;День рождения майского жжжжука.  Международный день динозавров.  День Розовой Пантеры. 
19.05;День русской печи.  День «Посади что-нибудь».  День парусов на горизонте.  День «Покажите красоту внутреннего мира». 
20.05;Всемирный день пчёл.  День рождения джинсов.  День ветряных вертушек. 
21.05;Международный день чая.  День музы и вдохновения.  Международный день Космоса.  День обмена талисманами. 
22.05;День винегрета.  День рождения тюбика для зубной пасты.  День Шерлока Холмса.  День богатырского Посвиста. 
23.05;Всемирный день черепахи.  Неделя о расслабленном.  Праздник жевальщиков стирательных резинок.  День каштановых свечек. 
24.05;Праздник горилки.  Всемирный день видеоигр.  День валяния в траве. 
25.05;День сотворения мира.  День счастливого билетика.  День полотенца.  Праздник свободы причёсок. 
26.05;Всемирный день рыжих.  День хождения босиком.  Праздник большого напора.  День российского предпринимательства. 
27.05;День смелых решений.  День изобретения шпрот.  Всемирный день товара. 
28.05;День рождения майонеза.  День брюнеток.  День лепестковой вьюги. 
29.05;День табачного дыма.  День гадания на ромашках.  День конца средневековья. 
30.05;День окрошки.  Международный день близнецов.  День жёлтых от одуванчиков носов. 
31.05;День дырок от бублика.  Всемирный день блондинок.  Всемирный день без табака.  Всемирный день попугая. 
01.06;Международный день защиты детей.  Всемирный день родителей.  День отправки рекой бутылки с хорошими мыслями.  День рождения «Супермена». 
02.06;Международный день блудниц.  Праздник падающих шкафов.  Всемирный день бега.  День запуска бумажных змеев и самолётиков. 
03.06;Праздник прогульщика.  Всемирный день велосипеда.  День рождения парашюта.  День «Любовь побеждает всё». 
04.06;День порадования кошачьих богов.  Международный день спойлеров. 
05.06;Праздник солнечных зайчиков.  День резиновых уточек в ванной.  Международный день очистки водоёмов.  День черепашьих гонок. 
06.06;Пушкинский день.  День русского языка.  День рисования драконов.  День рождения электрического утюга. 
07.06;День кувыркальщиков.  День незнакомой кофейни.  День краудфандинга. 
08.06;Всемирный день памяти домашних животных.  День рождения пылесоса.  Всемирный день океанов. 
09.06;Международный день друзей.  День пускания мыльных пузырей. 
10.06;Всемирный день мороженого.  День рождения шариковой ручки.  День разрисованных ладоней.  День поперхальщиков. 
11.06;День неукротимой страсти.  День поиска новой звезды. 
12.06;День гуляния с воздушным шариком.  День пивовара.  Всемирный день джина.  Всемирный день голых велопокатушек. 
13.06;День маленького путешествия.  Праздник куролесов.  День рождения булавки.  День магических кругов. 
14.06;День кофейных зёрен •.  Международный день ванны.  Международный день блогера. 
15.06;Праздник мужских недостатков.  Международный день прогулки.  Всемирный день ветра.  День придумывания новых созвездий. 
16.06;День чекушки.  Международный день морской черепахи.  День отправления в дальнее плавание трёх бумажных корабликов.  День без оранжевой одежды. 
17.06;Всемирный день мусорщика.  Всемирный день крокодила.  День приманивания муз.  День перерыва в работе. 
18.06;Всемирный день гармонии.  Международный день пикника.  Международный день паники.  День поиска четырёхлистного клевера. 
19.06;День спиртоглотов.  День наблюдения за облаками.  Всемирный день неспешной прогулки.  Международный день коробки. 
20.06;Международный день отца.  Всемирный день Wi-Fi.  День невынимающихся пробок.  День новой личности. 
21.06;День солнечных зайчиков.  День летнего солнцестояния.  Международный день цветка.  Международный день медлительности. 
22.06;Праздник лоботрясов.  День воды.  День подмигивания кошкам.  День шоколадного эклера. 
23.06;День без обид.  Иванова ночь.  День тайных посланий.  День рождения пишущей машинки. 
24.06;Праздник чувств.  Международный день феи.  День разноцветных стекол. 
25.06;День улыбок незнакомым людям.  День моряка.  Глобальный день «Битлз».  День «Возьми свою собаку на работу». 
26.06;День прощения.  День рождения зубной щётки.  День теней на стене.  День бармена. 
27.06;День рыболовства.  День рождения банкомата.  День записывания случайных мыслей. 
28.06;День карусельной лошадки.  Международный день пирсинга.  День числа Тау. 
29.06;Праздник объятий.  День поисков кладов и секретов.  День кораблестроителя.  Международный день грязи. 
30.06;Всемирный день социальных сетей.  День разбрасывания монеток.  Международный день астероида. 
01.07;Международный день шутки.  День Куриного Бога.  Международный день куриных крылышек.  День изобретения солнцезащитных очков. 
02.07;Всемирный день собаки.  Праздник трезвенников и язвенников.  День сюрпризов.  Всемирный день НЛО. 
03.07;День тайной дружбы.  Международный день отказа от полиэтиленовых пакетов.  День Достоевского.  Международный день плевания вишнёвыми косточками. 
04.07;День отдыха от праздников.  День отмазывания.  День невидимости. 
05.07;День лужёных глоток.  Всемирный день бикини.  День разноцветных носков с пальцами.  День механического карандаша. 
06.07;Всемирный день поцелуя.  День рождения американского доллара.  День сплетения венков. 
07.07;Иван Купала.  Глобальный день прощения.  День подсчёта камешков на мостовой. 
08.07;День обнаруженных заначек.  День общения со вселенной.  День «Снова стань ребёнком». 
09.07;Всемирный день жареного мяса.  День веры в единорогов.  День моды. 
10.07;Международный день купания нагишом.  День полёта на зонтике.  День Николы Теслы.  День «Не наступите на пчелу». 
11.07;День рыбака.  Всемирный день шоколада.  Целый день соглашения (со вселенной). 
12.07;День фотографа.  День бумажного пакета.  День следования по течению. 
13.07;День рая для дураков.  День поиска за углом.  День довольных сотрудников.  Международный день головоломки. 
14.07;День смородины.  День беспорядка.  Праздник стельки.  День придумывания 27 слов на букву О.
15.07;День русской лени.  День смотрения на фонари.  День рисования углём. 
16.07;День вкусной еды.  День рисования на асфальте.  Всемирный день змеи.  День благодарности морской свинке. 
17.07;День дарения подарков.  Праздник огурца в Суздале.  Всемирный день эмоджи. 
18.07;День идеальной семьи.  День без купальников.  День прогулок под дождём.  День рождения «Тетриса». 
19.07;Праздник клюканий.  День «Обнимите своих детей».  День пирожков с малиновым вареньем. 
20.07;Праздник губошлёпов.  День дневного сна.  Международный день торта.  Международный день шахмат.  День хождения по бордюрам. 
21.07;День или.  День «Пригласите инопланетянина жить с вами». 
22.07;День трудяги.  Всемирный день мозга.  День толстяка и толстушки.  День находок.  День летнего отдыха. 
23.07;День заливной тоски.  Всемирный день китов и дельфинов.  Международный день бла-бла-бла.  День жмурок с ярким светом. 
24.07;Международный день заботы о себе.  День рождения растворимого кофе.  День заглядывания в будущее.  День флориста. 
25.07;День памяти Владимира Высоцкого.  День беспричинности.  День вне Времени.  День поиска новых вкусов и запахов. 
26.07;День парашютиста.  День загадывания загадок. 
27.07;День рождения гамбургера.  День пяти случайных встреч.  День прогулки с домашними растениями.  День ходьбы на ходулях. 
28.07;День загадывания желаний.  День бутылки мира. 
29.07;День спиртоносного дерева.  Международный день тигра.  День поворачивания налево. 
30.07;Международный день дружбы.  День «Поделитесь обнимашками».  День системного администратора.  День цветных напитков. 
31.07;День рождения Гарри Поттера.  День вспоминания любимых книжек. 
01.08;Международный день прощения.  Международная неделя клоунов.  День бумажных салфеток. 
02.08;День сидения на подоконниках.  День рождения почтового ящика. 
03.08;День арбуза.  День поцелуев с зеркалом. 
04.08;День рождения шампанского.  День качания на качелях.  День заветного сундучка. 
05.08;День разглядывания горизонта.  Международный день светофора.  День распрямившегося штопора. 
06.08;Международный день пива.  День огненной воды.  День грибного дождя. 
07.08;День холостяка.  День собирания звёзд.  День тульского пряника.  День замка из песка. 
08.08;Всемирный день кошек.  День рождения холодильника.  День «Счастье случается».  Международный день бесконечности. 
09.08;День воздушных поцелуев.  День книголюбов.  Международный день коворкинга. 
10.08;День попутного ветра.  Всемирный день льва.  День долгих проводов. 
11.08;День «мусорной еды».  День полёта на воздушном шарике.  День кинетического песка. 
12.08;Международный день молодёжи.  Всемирный день слона.  День встреченного рассвета. 
13.08;День встреч.  Международный день левшей.  День шумящих ракушек.  Международный день скептиков. 
14.08;День выгула черепахи.  Праздник воспалённого воображения.  Всемирный день ящерицы.  День сведения татуировки. 
15.08;День памяти Виктора Цоя.  Праздник сладких огурцов.  День рождения телефонного приветствия «Алло».  День шептания с лунными Девами. 
16.08;День малинового варенья.  День Джокера.  День чуда-своими-руками.  День памяти Элвиса Пресли.  Международный день «Помашите в камеру наблюдения». 
17.08;День лысых ёжиков.  День проснувшихся улиток.  День благодарности чёрным котам. 
18.08;Праздник топора.  День смеющихся ангелов.  День общего языка.  Международный день вина «Пино-нуар».  День интуитивной прозорливости. 
19.08;Всемирный день фотографии.  День превращения в бабочку.  День почтовой марки.  Международный день орангутана. 
20.08;Всемирный день лени.  День рождения Чебурашки.  Всемирный день комара.  День музыкальных шкатулок. 
21.08;День без косметики и макияжа.  День поэта.  День сбора диких трав.  Всемирный день медоносных пчёл. 
22.08;День катания по радуге.  День дубовой бочки. 
23.08;День «Обними свою возлюбленную».  День полёта божьих коровок.  День навигации по интернету.  День недорогих авиабилетов.  День «Пари.  как ветер». 
24.08;День рождения картофельных чипсов.  День валяния в стоге сена.  День падающей звезды.  День жажды.  День консервного ножа. 
25.08;День рождения консервной банки.  День лазанья по деревьям.  День рождения операционной системы Linux. 
26.08;День привлечения удачи.  Праздник тринадцатой кошки.  День устраивания секретиков. 
27.08;День первого поцелуя.  Праздник пролетающих облаков.  День мемов.  День ленточек и бубенчиков. 
28.08;День надутых губ.  День запрокидывания головы.  День котлет в Костроме.  Международная ночь летучих мышей.  Всемирный день нарцисса. 
29.08;День рождения мотоцикла.  День гуляний по крышам.  Профессиональный праздник Дедов Морозов.  День бархатных туфелек. 
30.08;Праздник Зубровки.  День рождения электрического пылесоса.  День доставленных посылок.  Международный день китовой акулы. 
31.08;День борьбы с провалами в памяти.  День лошади.  День шёпота травы.  День блога. 
01.09;День рождения осени.  День знаний.  Глобальный день поиска талантов.  Всемирный день написания писем. 
02.09;Всемирный день кокоса.  День свободного ветра в крыльях. 
03.09;Шуфутинов день.  День рождения бюстгальтера.  День открытия новых дверей.  День сорвавшихся с резьбы. 
04.09;World Sexual Health Day.  День оттяга.  Всемирный день бороды.  День незнакомых дорог. 
05.09;Оранжевый день.  День опозданий.  День ухотрепальщиков.  Международный день благотворительности. 
06.09;День полётов над землёй.  День борьбы с прокрастинацией.  День капы для зубов. 
07.09;Праздник барабанщиков.  Международный день чистого воздуха для голубого неба.  День рассказывания историй о летних путешествиях.  Всемирный день уничтожения военной игрушки. 
08.09;День посиделок на кухне.  День финансиста.  Международный день грамотности.  День Бородинского сражения.  День извинений. 
09.09;Международный день красоты.  Всероссийский день лука.  День прекрасного чудака.  День изобретения новых привычек. 
10.09;День разноцветных букетов.  Международный день макияжа.  Всемирный день предотвращения самоубийств.  День «Во всём виноват Большой адронный коллайдер».  День альпака. 
11.09;День рождения гранёного стакана.  Праздник ласкового обращения.  Всероссийский день трезвости (((.  День правильного ожидания необъяснимого. 
12.09;День виртуальной бутылки.  День семейного общения.  День заглядывания в окна.  День джипера.  Всемирный день журавля. 
13.09;День парикмахера.  Международный день шоколада.  День шарлоток и осенних пирогов.  День программиста.  День позитивного мышления.  День «У меня всё под контролём». 
14.09;День слушания шорохов.  Праздник междусобойщиков. 
15.09;День худеющих.  День совпадений снов.  Международный день точки.  День «Когда-нибудь».  День свободных денег. 
16.09;Праздник нелегального пития.  День завитушек.  кудряшек.  локонов.  волют и вензелей.  День Шнобелевской премии. 
17.09;День щекотунчиков.  День разговоров с городом.  День секретаря.  Всемирная акция «Очистим мир».  День «Время вышло». 
18.09;День отмочки хвостов.  Всемирный день чистоты.  День памяти погибших мотоциклистов.  День «Найдите старого друга».  Международный день поедания яблок.  Всемирный день сока. 
19.09;День выгуливания настроения.  День рождения смайлика. 
20.09;День устраивания спонтанных чаепитий.  Всемирный день риса.  День общественнополезного человека. 
21.09;Всемирный день благодарности.  День победы в Куликовской битве.  Международный день мира.  День поиска сказок. 
22.09;День осеннего равноденствия.  Всемирный день без автомобиля.  День раскрашивания серости.  День хоббита.  День сети.  День каракулей. 
23.09;День рождения жевательной резинки.  День чайных драконов.  День образовательных технологий. 
24.09;День незапланированных безумств.  День любовной записки.  Праздник законченности дел.  День «Обними вегетарианца». 
25.09;Всемирный день сновидений.  День тикающих часов.  Международный день кролика.  День математических рассказов. 
26.09;День просящихся рюмок.  День встречи со старыми друзьями.  День рождения граммофона. 
27.09;День дружбана.  День воспитателя и всех дошкольных работников.  День чешского пива.  День подарков миру. 
28.09;День генерального директора.  День рассматривания мелочей.  Международный день права знать. 
29.09;День осеннего одиночества.  Всемирный день сердца.  Всемирный день школьного молока. 
30.09;День мурлыканья и потягивания.  Всемирный день моря.  День улёта.  День Интернета в России (День Рунета). 
01.10;Всемирный день улыбки.  Международный день кофе.  Всемирный день какао и шоколада.  Всемирный день таблицы умножения.  День выдержанного в бочках пива. 
02.10;Всемирный день без алкоголя.  Всемирный день ходьбы.  День путанья следов в осеннем парке.  День рождения электронной почты.  Всемирный день игры. 
03.10;День «Дрянных девчонок».  День поиска каштанов.  День замены лампочки.  Международный день скромного смеха.  День «Посмотрите на листья». 
04.10;Международный день врача.  Всемирный день защиты животных.  День ответов на незаданные вопросы. 
05.10;Всемирный день учителя.  День «Сделайте что-нибудь приятное».  День напутствий улетающим птицам. 
06.10;День любителей чеснока (.  День висения на люстре.  День случайных приступов поэзии.  День воздушных шаров по всему миру. 
07.10;День вежливых людей.  День «Ты важен мне».  День ванны.  День вспоминания про тёплые вещи. 
08.10;День солнечных улыбок.  Всемирный день яйца.  Всемирный день осьминога. 
09.10;День отражений в лужах.  День астрономии.  День любопытных событий. 
10.10;День шуршания листьями.  Всемирный день психического здоровья.  Всемирный день каши.  Всемирный день воздушных змеев.  Всемирный день бездомных. 
11.10;Международный день девочек.  День вдыхания осеннего воздуха.  День езды по бездорожью. 
12.10;Праздник чистого стакана.  День шоколадных сюрпризов.  Международный день вопля разочарования.  День свободомыслия. 
13.10;День без лифчика.  День «Побалуйте себя».  Международный день неудачников.  День засыпающих деревьев.  Международный день костюма. 
14.10;День рождения Винни-Пуха.  День чак-чака.  День накопления жизненных сил.  Всемирный день зрения.  День плетения облаков. 
15.10;Международный день шампанского.  Всемирный день мытья рук.  Всемирный день студента.  День собирания осенних листьев.  День импровизатора. 
16.10;День шефа.  День босса.  День недотрог.  День домашнего кино.  Всемирный день пения.  День северного ветра. 
17.10;День посиделок при свечах.  Возвышенный день.  День «Наденьте что-нибудь безвкусное». 
18.10;Всемирный день женского счастья.  Всемирный день конфет.  День кудесника.  День сладкой патоки и восточных сладостей.  Международный день галстука. 
19.10;Международный день джина с тоником.  День написания письма в будущее.  День «Оцените свою жизнь». 
20.10;Международный день ленивца.  День «Любите своё тело».  Международный день повара.  День пополнения запасов на зиму.  Всемирный день достоинства. 
21.10;Праздник разума.  День разноцветных зонтов.  Международный день встряски.  Международный день начос. 
22.10;День клавиши CAPS LOCK.  День «Быть умным - круто».  День Карнавала Чудес.  Международный день заикающихся людей.  День рождения ксерокопии. 
23.10;День гаражиста.  День отбрасывания хвоста.  Международный день снежного барса.  День работников рекламы.  День моля. 
24.10;День любви к тёплым носкам.  Международный день тёщи.  Праздник любителя бильярда. 
25.10;Всемирный день макарон.  Международный день художника.  Всемирный день производителей пиццы.  День маркетолога. 
26.10;День кутания в пледы.  Праздник приятных неожиданностей.  Всемирная ночь воя на луну. 
27.10;Международный день плюшевого мишки.  День осенних миражей.  День капризных сотрудников. 
28.10;День Бабушек и Дедушек.  День домашнего печенья.  День любителей плюшевых животных.  Российский день без бумаги. 
29.10;День говоруна.  День длинных пёстрых шарфов.  Всемирный день балета.  Всемирный день лемура.  Всемирный день борьбы с инсультом. 
